label,text
ham,I know you are. Can you pls open the back?
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,if you text on your way to cup stop that should work. And that should be BUS
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
ham,No. Did you multimedia message them or e-mail?
ham,Today is song dedicated day.. Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...
ham,Pick you up bout 7.30ish? What time are  and that going?
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
ham,I'm vivek:)i got call from your number.
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
ham,"K, I'll work something out"
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,"Sorry, I'll call later"
ham,Think + da. You wil do.
ham,If you r @ home then come down within 5 min
spam,You have 1 new message. Please call 08718738034.
ham,1's reach home call me.
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
ham,"Nah man, my car is meant to be crammed full of people"
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
ham,I.ll post her out l8r. In class
ham,My phone
ham,Ffffffffff. Alright no way I can meet up with you sooner?
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
ham,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
ham,Ok i'm coming home now.
ham,If he started searching he will get job in few days.he have great potential and talent.
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04
ham,"Just wondering, the others just took off"
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
ham,That's the way you should stay oh.
ham,"Just dropped em off, omw back now"
ham,7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship... good morning dear
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
ham,Stop knowing me so well!
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,Now got tv 2 watch meh? U no work today?
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
ham,No no:)this is kallis home ground.amla home town is durban:)
ham,Where u been hiding stranger?
ham,Shall i get my pouch?
ham,"Goodnight, sleep well da please take care pa. Please."
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
ham,"Cool, what time you think you can get here?"
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,Tell me something. Thats okay.
ham,Dunno he jus say go lido. Same time 930.
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,That's cause your old. I live to be high.
ham,:-) :-)
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
ham,U're welcome... Caught u using broken english again...
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?"
ham,I have no idea where you are
ham,"Tee hee. Off to lecture, cheery bye bye."
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
ham,I have a rather prominent bite mark on my right cheek
ham,Hey do you want anything to buy:)
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
ham,"Princess, is your kitty shaved or natural?"
ham,First answer my question.
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
ham,Thats cool. Where should i cum? On you or in you? :)
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
ham,1 in cbe. 2 in chennai.
ham,In the end she might still vomit but its okay. Not everything will come out.
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again"
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...
ham,"Haha awesome, be there in a minute"
ham,We're finally ready fyi
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
ham,I cant pick the phone right now. Pls send a message
ham,Fine. Do you remember me.
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?"
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,So no messages. Had food?
ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
ham,Hey what how about your project. Started aha da.
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
ham,Just send a text. We'll skype later.
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham,Gokila is talking with you aha:)
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow"
ham,Horrible bf... I now v hungry...
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,Ok no prob... I'll come after lunch then...
ham,Great. So should i send you my account number.
ham,Que pases un buen tiempo or something like that
ham,Cramps stopped. Going back to sleep
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
ham,Thinkin about someone is all good. No drugs for that
ham,"And very importantly, all we discuss is between u and i only."
ham,It has issues right now. Ill fix for her by tomorrow.
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
ham,Do you like Italian food?
ham,Do you think i can move  &lt;#&gt;  in a week
ham,"Just making dinner, you ?"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,U coming 2 pick me?
ham,I keep ten rs in my shelf:) buy two egg.
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
ham,How will I creep on you now? ;_;
ham,Infact happy new year. How are you where are you when are we seeing
ham,"sry can't talk on phone, with parents"
ham,These won't do. Have to move on to morphine
ham,Is that on the telly? No its Brdget Jones!
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
ham,Alright i have a new goal now
ham,Ok lor...
ham,I'm in a movie. Call me 4 wat?
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,Watching tv lor...
ham,I dont thnk its a wrong calling between us
